Causa de muerte;Edad;Sexo;Periodo;Total
038  Tumores in situ;Todas las edades;Total;2009;9
038  Tumores in situ;Todas las edades;Total;2008;5
038  Tumores in situ;Todas las edades;Total;2007;7
038  Tumores in situ;Todas las edades;Total;2006;3
038  Tumores in situ;Todas las edades;Total;2005;3
038  Tumores in situ;Todas las edades;Total;2004;4
038  Tumores in situ;Todas las edades;Total;2003;2
038  Tumores in situ;Todas las edades;Total;2002;3
038  Tumores in situ;Todas las edades;Total;2001;1
038  Tumores in situ;Todas las edades;Total;2000;2
038  Tumores in situ;Todas las edades;Total;1999;3
038  Tumores in situ;Todas las edades;Total;1998;1
038  Tumores in situ;Todas las edades;Total;1997;2
038  Tumores in situ;Todas las edades;Total;1996;3
038  Tumores in situ;Todas las edades;Total;1995;0
038  Tumores in situ;Todas las edades;Total;1994;0
038  Tumores in situ;Todas las edades;Total;1993;2
038  Tumores in situ;Todas las edades;Total;1992;1
038  Tumores in situ;Todas las edades;Total;1991;1
038  Tumores in situ;Todas las edades;Total;1990;3
038  Tumores in situ;Todas las edades;Total;1989;4
038  Tumores in situ;Todas las edades;Total;1988;0
038  Tumores in situ;Todas las edades;Total;1987;6
038  Tumores in situ;Todas las edades;Total;1986;7
038  Tumores in situ;Todas las edades;Total;1985;15
038  Tumores in situ;Todas las edades;Total;1984;2
038  Tumores in situ;Todas las edades;Total;1983;3
038  Tumores in situ;Todas las edades;Total;1982;3
038  Tumores in situ;Todas las edades;Total;1981;1
038  Tumores in situ;Todas las edades;Total;1980;1
039  Tumores benignos;Todas las edades;Total;2020;593
039  Tumores benignos;Todas las edades;Total;2019;560
039  Tumores benignos;Todas las edades;Total;2018;610
039  Tumores benignos;Todas las edades;Total;2017;628
039  Tumores benignos;Todas las edades;Total;2016;603
039  Tumores benignos;Todas las edades;Total;2015;582
039  Tumores benignos;Todas las edades;Total;2014;625
039  Tumores benignos;Todas las edades;Total;2013;594
039  Tumores benignos;Todas las edades;Total;2012;610
039  Tumores benignos;Todas las edades;Total;2011;512
039  Tumores benignos;Todas las edades;Total;2010;582
039  Tumores benignos;Todas las edades;Total;2009;443
039  Tumores benignos;Todas las edades;Total;2008;458
039  Tumores benignos;Todas las edades;Total;2007;408
039  Tumores benignos;Todas las edades;Total;2006;398
039  Tumores benignos;Todas las edades;Total;2005;401
039  Tumores benignos;Todas las edades;Total;2004;361
039  Tumores benignos;Todas las edades;Total;2003;422
039  Tumores benignos;Todas las edades;Total;2002;379
039  Tumores benignos;Todas las edades;Total;2001;361
039  Tumores benignos;Todas las edades;Total;2000;326
039  Tumores benignos;Todas las edades;Total;1999;372
039  Tumores benignos;Todas las edades;Total;1998;318
039  Tumores benignos;Todas las edades;Total;1997;296
039  Tumores benignos;Todas las edades;Total;1996;312
039  Tumores benignos;Todas las edades;Total;1995;298
039  Tumores benignos;Todas las edades;Total;1994;287
039  Tumores benignos;Todas las edades;Total;1993;290
039  Tumores benignos;Todas las edades;Total;1992;248
039  Tumores benignos;Todas las edades;Total;1991;277
039  Tumores benignos;Todas las edades;Total;1990;246
039  Tumores benignos;Todas las edades;Total;1989;232
039  Tumores benignos;Todas las edades;Total;1988;251
039  Tumores benignos;Todas las edades;Total;1987;216
039  Tumores benignos;Todas las edades;Total;1986;197
039  Tumores benignos;Todas las edades;Total;1985;149
039  Tumores benignos;Todas las edades;Total;1984;147
039  Tumores benignos;Todas las edades;Total;1983;114
039  Tumores benignos;Todas las edades;Total;1982;96
039  Tumores benignos;Todas las edades;Total;1981;112
039  Tumores benignos;Todas las edades;Total;1980;132
040  Síndrome mielodisplásico;Todas las edades;Total;2020;1.173
040  Síndrome mielodisplásico;Todas las edades;Total;2019;1.130
040  Síndrome mielodisplásico;Todas las edades;Total;2018;1.142
040  Síndrome mielodisplásico;Todas las edades;Total;2017;1.205
040  Síndrome mielodisplásico;Todas las edades;Total;2016;1.136
040  Síndrome mielodisplásico;Todas las edades;Total;2015;1.081
040  Síndrome mielodisplásico;Todas las edades;Total;2014;1.015
040  Síndrome mielodisplásico;Todas las edades;Total;2013;1.037
040  Síndrome mielodisplásico;Todas las edades;Total;2012;982
040  Síndrome mielodisplásico;Todas las edades;Total;2011;904
040  Síndrome mielodisplásico;Todas las edades;Total;2010;868
040  Síndrome mielodisplásico;Todas las edades;Total;2009;843
040  Síndrome mielodisplásico;Todas las edades;Total;2008;778
040  Síndrome mielodisplásico;Todas las edades;Total;2007;762
040  Síndrome mielodisplásico;Todas las edades;Total;2006;753
040  Síndrome mielodisplásico;Todas las edades;Total;2005;810
040  Síndrome mielodisplásico;Todas las edades;Total;2004;732
040  Síndrome mielodisplásico;Todas las edades;Total;2003;738
040  Síndrome mielodisplásico;Todas las edades;Total;2002;719
040  Síndrome mielodisplásico;Todas las edades;Total;2001;680
040  Síndrome mielodisplásico;Todas las edades;Total;2000;673
040  Síndrome mielodisplásico;Todas las edades;Total;1999;679
040  Síndrome mielodisplásico;Todas las edades;Total;1998;537
040  Síndrome mielodisplásico;Todas las edades;Total;1997;499
040  Síndrome mielodisplásico;Todas las edades;Total;1996;416
040  Síndrome mielodisplásico;Todas las edades;Total;1995;380
040  Síndrome mielodisplásico;Todas las edades;Total;1994;283
040  Síndrome mielodisplásico;Todas las edades;Total;1993;329
040  Síndrome mielodisplásico;Todas las edades;Total;1992;264
040  Síndrome mielodisplásico;Todas las edades;Total;1991;211
040  Síndrome mielodisplásico;Todas las edades;Total;1990;193
040  Síndrome mielodisplásico;Todas las edades;Total;1989;116
040  Síndrome mielodisplásico;Todas las edades;Total;1988;80
040  Síndrome mielodisplásico;Todas las edades;Total;1987;50
040  Síndrome mielodisplásico;Todas las edades;Total;1986;56
040  Síndrome mielodisplásico;Todas las edades;Total;1985;59
040  Síndrome mielodisplásico;Todas las edades;Total;1984;58
040  Síndrome mielodisplásico;Todas las edades;Total;1983;47
040  Síndrome mielodisplásico;Todas las edades;Total;1982;35
040  Síndrome mielodisplásico;Todas las edades;Total;1981;40
040  Síndrome mielodisplásico;Todas las edades;Total;1980;36
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2020;2.429
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2019;2.491
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2018;2.427
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2017;2.351
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2016;2.497
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2015;2.512
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2014;2.362
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2013;2.245
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2012;2.505
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2011;2.484
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2010;2.455
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2009;2.320
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2008;2.138
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2007;2.158
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2006;2.228
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2005;2.253
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2004;2.248
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2003;2.198
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2002;2.176
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2001;2.309
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;2000;2.225
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1999;2.367
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1998;2.363
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1997;2.385
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1996;2.209
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1995;2.308
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1994;2.272
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1993;2.314
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1992;2.219
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1991;2.379
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1990;2.553
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1989;2.436
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1988;2.312
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1987;2.294
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1986;2.421
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1985;2.287
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1984;578
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1983;249
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1982;92
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1981;70
041  Otros tumores de comportamiento incierto o desconocido;Todas las edades;Total;1980;54
